Name,SuperPowers,Alignment,Gender
Darkseid,"Accelerated Healing,Acid Resistants,Cold Resistance,Corruption,Durability,Endurance,Energy Beams,Energy Resistance,Existence Erasure,Fear Inducement,Fire Resistance,Flight,Godly Physiology,Heat Generation,Heat Resistance,Immortality,Intelligence,Interstellar Travel,Invulnerability,Jump,Longevity,Master Martial Artist,Master Tactician,Omega Effect,Omega Sanction,Pain Manipulation,Pain Suppression,Radiation Immunity,Reflexes,Spaceflight,Stamina,Super Speed,Super Strength,Vision - Heat,Agility,Banish,Cosmic Awareness,Electricity Resistance,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Enhanced Touch,Explosion Manipulation,Indomitable Will,Levitation,Possession Resistance,Preparation,Regeneration,Sealing,Self-Sustenance,Telekinesis,Teleportation,Toxin and Disease Resistance,Vehicular Mastery,Weapons Master,Resurrection",Bad,Male
Deadman,"Flight,Intelligence,Phasing,Possession,Stamina,Agility,Endurance,Immortality,Intangibility,Interstellar Travel,Invisibility,Magic,Possession Resistance,Sense Manipulation,Size Changing,Mind Control,Soul Resistance,Zombie Physiology",Good,Male
Deadshot,"Marksmanship,Stamina,Agility,Master Martial Artist,Reflexes,Stealth,Weapons Master",Bad,Male
Desaad,"Durability,Endurance,Intelligence,Stamina,Super Strength,Accelerated Healing,Emotional Power Up,Immortality,Indomitable Will,Memory Manipulation,Telepathy,Telepathy Resistance,Teleportation",Bad,Male
Despero,"Accelerated Healing,Durability,Endurance,Energy Beams,Flight,Reflexes,Regeneration,Stamina,Super Speed,Super Strength,Agility,Astral Projection,Electricity Resistance,Energy Resistance,Enhanced Senses,Force Fields,Illusions,Immortality,Invulnerability,Longevity,Magic,Master Martial Artist,Master Tactician,Mind Control,Possession,Telepathy,Matter Manipulation,Size Changing",Bad,Male
Doctor Fate,"Agility,Arcane Magic,Cold Resistance,Durability,Endurance,Energy Beams,Energy Blasts,Fire Resistance,Flight,Force Fields,Godly Physiology,Illusions,Intelligence,Magic,Magic Resistance,Reflexes,Stamina,Super Speed,Super Strength,Accelerated Healing,Acrobatics,Cosmic Awareness,Divinity,Energy Constructs,Energy Resistance,Enhanced Memory,Fate Manipulation,Fate Resistance,Interstellar Travel,Invisibility,Invulnerability,Levitation,Light Control,Necromancy,Portal Creation,Possession Resistance,Precognition,Teleportation,Toxin and Disease Resistance,Curse Manipulation,Possession",Good,Male
Doctor Light,"Durability,Flight,Light Control,Stamina,Super Speed,Endurance,Energy Blasts,Force Fields,Heat Generation",Good,Male
Doctor Psycho,"Stamina,Telekinesis,Telepathy,Astral Projection,Fear Inducement,Fear Manipulation,Force Fields,Insanity,Levitation,Mind Control,Telepathy Resistance",Bad,Male
Doctor Psycho,"Accelerated Healing,Adaptation,Agility,Cold Resistance,Durability,Durability Negation,Electricity Resistance,Endurance,Energy Beams,Energy Resistance,Enhanced Hearing,Enhanced Senses,Enhanced Sight,Enhanced Smell,Fear Inducement,Fire Resistance,Godly Physiology,Heat Resistance,Immortality,Indomitable Will,Insanity,Invulnerability,Jump,Longevity,Radiation Immunity,Reactive Evolution,Reflexes,Regeneration,Resurrection,Stamina,Super Speed,Super Strength,Telepathy Resistance,Toxin and Disease Resistance,Vision - Heat,Bloodlust,Bullet Time,Possession Resistance,Vision - Infrared,Vision - Night,Size Changing",Bad,Male
Dove,"Durability,Enhanced Senses,Accelerated Healing,Acrobatics,Agility,Danger Sense,Enhanced Hearing,Enhanced Sight,Enhanced Smell,Enhanced Touch",Good,Female
Emerald Empress,Null,Bad,Female
Emil Hamilton,"Intelligence,Empathy,Indomitable Will,Preparation",,Male
Emmylou,Null,,
Enrique El Gancho,Null,,
Etrigan,"Fire Resistance,Heat Generation,Heat Resistance,Hellfire Manipulation,Immortality,Intelligence,Invulnerability,Jump,Magic,Reflexes,Super Speed,Super Strength,Telepathy,Hellfire Resistance,Possession,Regeneration,Telepathy Resistance,Magic Resistance",,
Farmer Brown,Null,Bad,
Farmer Brown,Robotic Engineering,,
Felix Faust,"Durability,Endurance,Illusions,Indomitable Will,Magic,Summoning,Immortality,Soul Manipulation,Telekinesis,Telepathy",,
Fire,"Durability,Fire Control,Fire Resistance,Flight,Stamina,Super Speed,Agility,Elemental Transmogrification,Empathy,Endurance,Heat Generation,Heat Resistance,Indomitable Will",,
Flash,Null,,
Flash,"Durability,Speed Force,Stamina,Super Speed,Accelerated Healing,Aura,Enhanced Senses,Phasing,Vortex Creation,Agility,Reflexes",Good,Female
Flash,"Accelerated Healing,Agility,Bullet Time,Durability,Endurance,Intelligence,Photographic Reflexes,Reflexes,Speed Force,Stamina,Super Speed,Energy Embodiment,Indomitable Will,Phasing,Information Analysis,Invisibility",,
Galatea,"Accelerated Healing,Agility,Endurance,Enhanced Hearing,Enhanced Senses,Enhanced Sight,Flight,Intelligence,Invulnerability,Longevity,Stamina,Super Breath,Super Speed,Super Strength,Vision - Heat,Vision - X-Ray,Interstellar Travel,Vision - Microscopic,Vision - Telescopic",,
Galius Zed,"Energy Armor,Energy Beams,Energy Blasts,Energy Constructs,Flight,Interstellar Travel,Lantern Power Ring,Spaceflight,Super Speed,Super Strength,Cold Resistance,Energy Resistance,Fire Resistance,Force Fields,Invulnerability,Spatial Awareness",,
General Eiling,Null,,
General Zod,Null,Bad,Male
Gordon Godfrey,Social Influencing,,
Gorilla Grodd,"Animal Attributes,Durability,Endurance,Intelligence,Stamina,Super Strength,Agility,Enhanced Hearing,Enhanced Senses,Enhanced Sight,Enhanced Smell,Enhanced Touch,Indomitable Will,Mind Blast,Telepathy,Animal Control,Mind Control",,
Granny Goodness,"Accelerated Healing,Endurance,Immortality,Intelligence,Radiation Immunity,Reflexes,Stamina,Super Speed,Super Strength,Toxin and Disease Resistance,Godly Physiology,Invulnerability",,
Green Arrow,Null,,
Green Lantern,"Endurance,Energy Armor,Energy Beams,Energy Blasts,Energy Constructs,Intelligence,Interstellar Travel,Lantern Power Ring,Spaceflight,Stamina,Super Speed,Super Strength,Flight,Invulnerability",Good,Male
Green Lantern,Null,Good,Female
Green Lantern,"Cold Resistance,Durability,Endurance,Energy Beams,Energy Blasts,Energy Constructs,Fire Resistance,Flight,Indomitable Will,Intelligence,Interstellar Travel,Lantern Power Ring,Spaceflight,Stamina,Super Speed,Super Strength,Energy Armor,Energy Resistance,Invulnerability,Photographic Reflexes,Reflexes",Good,Male
Green Lantern,"Agility,Cold Resistance,Durability,Endurance,Energy Beams,Energy Blasts,Energy Constructs,Fire Resistance,Flight,Intelligence,Interstellar Travel,Lantern Power Ring,Spaceflight,Stamina,Super Speed,Super Strength,Acrobatics,Energy Armor,Invulnerability,Light Control,Radiation Immunity,Reflexes",Good,Male
Green Lantern,"Endurance,Energy Beams,Energy Blasts,Energy Constructs,Fire Resistance,Flight,Intelligence,Interstellar Travel,Spaceflight,Stamina,Super Speed,Super Strength,Energy Armor,Invulnerability",Good,Male
Green Lantern,"Energy Constructs,Flight,Intelligence,Interstellar Travel,Spaceflight,Super Speed,Super Strength,Cold Resistance,Endurance,Energy Armor,Energy Beams,Energy Blasts,Energy Manipulation,Force Fields,Heat Generation,Invulnerability,Lantern Power Ring",Good,Male
Green Lantern,Null,Good,Male
Green Lantern,"Energy Beams,Energy Constructs,Flight,Force Fields,Super Speed,Super Strength,Agility,Cold Resistance,Energy Armor,Energy Blasts,Energy Manipulation,Fire Resistance,Heat Resistance,Interstellar Travel,Invulnerability,Lantern Power Ring,Reflexes,Spaceflight",Good,Male
Green Lantern,"Animal Attributes,Energy Constructs,Flight,Super Speed,Super Strength,Agility,Energy Armor,Energy Beams,Energy Blasts,Energy Manipulation,Interstellar Travel,Invulnerability,Lantern Power Ring,Spaceflight",Good,Male
Green Lantern,"Energy Beams,Energy Blasts,Energy Constructs,Lantern Power Ring,Spaceflight,Stamina,Super Speed,Super Strength,Endurance,Energy Armor,Flight,Interstellar Travel,Invulnerability",Good,Male
Green Lantern,"Energy Beams,Energy Blasts,Energy Constructs,Flight,Intelligence,Interstellar Travel,Lantern Power Ring,Spaceflight,Super Speed,Super Strength,Energy Armor,Invulnerability",Good,Male
Hades,"Accelerated Healing,Agility,Cold Resistance,Divinity,Durability,Endurance,Fear Inducement,Fire Control,Fire Resistance,Flight,Godly Physiology,Heat Resistance,Hellfire Manipulation,Hellfire Resistance,Immortality,Intelligence,Invulnerability,Jump,Magic,Master Martial Artist,Necromancy,Radiation Immunity,Reflexes,Self-Sustenance,Shapeshifting,Size Changing,Social Influencing,Stamina,Super Speed,Super Strength,Toxin and Disease Resistance,Age Manipulation,Bullet Time,Chaos Magic,Chaos Manipulation,Corruption,Curse Manipulation,Dark Arts,Death Manipulation,Death Touch,Electricity Resistance,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Enhanced Touch,Heat Generation,Holy Resistance,Illusions,Indomitable Will,Intangibility,Interstellar Travel,Invisibility,Levitation,Life Manipulation,Magic Resistance,Master Tactician,Possession,Possession Resistance,Regeneration,Resurrection,Smoke Manipulation,Stealth,Telekinesis,Terrakinesis,Matter Manipulation",Good,Male
Harley Quinn,"Peak Human Condition,Stamina,Acrobatics,Agility,Insanity,Reflexes,Stealth,Weapons Master,Toxin and Disease Resistance",Bad,Female
Hawkgirl,"Animal Attributes,Durability,Empathy,Endurance,Flight,Intelligence,Longevity,Stamina,Super Speed,Super Strength,Vision - Night,Acrobatics,Agility,Enhanced Hearing,Enhanced Sight,Immortality,Reflexes,Angel Physiology,Magic,Regeneration,Resurrection",,
Hawkman,Null,,
Highfather,Null,,
Hotstreak,"Durability,Fire Control,Jump,Stamina,Agility,Endurance,Energy Absorption,Fire Resistance,Heat Generation,Heat Resistance,Reflexes,Smoke Manipulation,Flight",,
Huntress,"Acrobatics,Agility,Intelligence,Stamina,Stealth,Endurance,Marksmanship,Master Martial Artist,Weapons Master",,
Jax-Ur,"Accelerated Healing,Durability,Endurance,Energy Beams,Enhanced Senses,Enhanced Sight,Enhanced Smell,Flight,Godly Physiology,Heat Resistance,Intelligence,Interstellar Travel,Invulnerability,Longevity,Radiation Absorption,Self-Sustenance,Stamina,Super Breath,Super Speed,Super Strength,Vision - Heat,Agility,Cold Resistance,Enhanced Touch,Levitation,Master Martial Artist,Master Tactician,Radiation Immunity,Spaceflight,Vision - Infrared,Vision - Microscopic,Vision - Night,Vision - Telescopic,Vision - Thermal,Vision - X-Ray",,
Jewelee,Null,,
Jimmy Olsen,Null,,
John Constantine,Null,,
Joker,"Durability,Insanity,Intelligence,Master Tactician,Stamina,Agility,Explosion Manipulation,Marksmanship,Reflexes,Stealth,Toxin and Disease Control,Toxin and Disease Resistance,Weapons Master",Bad,Male
Jonah Hex,Null,,
Juice,Null,,
Kalibak,Null,,
KGBeast,"Durability,Peak Human Condition,Stamina,Agility,Dexterity,Marksmanship,Master Martial Artist,Reflexes,Weapons Master,Cyborgization",Bad,Male
Killer Croc,"Animal Attributes,Animal Oriented Powers,Durability,Master Martial Artist,Natural Armor,Natural Weapons,Stamina,Super Strength,Accelerated Healing,Disguise Mastery,Enhanced Senses,Enhanced Smell,Jaw Strength,Reflexes,Sub-Mariner,Supernatural Condition,Weapons Master,Cold Resistance,Fire Resistance,Heat Resistance",Bad,Male
King Snake,Null,,
Lady Eve,Null,Bad,Female
Lady Shiva,"Durability,Marksmanship,Master Martial Artist,Stamina,Acrobatics,Adaptation,Agility,Dexterity,Endurance,Reflexes,Stealth,Swordsmanship,Weapons Master",Good,Female
Lex Luthor (Battlesuit),Null,,
Lex Luthor,"Enhanced Memory,Intelligence,Master Tactician,Peak Human Condition,Robotic Engineering,Vehicular Mastery,Weapons Master,Element Control,Energy Manipulation,Explosion Manipulation,Flight,Master Martial Artist,Power Nullifier,Preparation,Stealth,Power Suit",,
Livewire,"Agility,Electrical Transport,Electricity Absorption,Electricity Resistance,Endurance,Energy Resistance,Acrobatics",,
Lobo,Null,,
Lois Lane,"Agility,Peak Human Condition,Social Influencing",,
Lois Lane,Null,,
Long Shadow,Null,,
Mad Hatter,"Animal Attributes,Animal Oriented Powers,Echolocation,Flight,Intelligence,Natural Weapons,Stamina,Super Speed,Super Strength,Transformation,Audio Control,Element Control,Enhanced Senses,Preparation,Sound Manipulation,Stealth,Supernatural Condition",,
Mano,Null,,
Martian Manhunter,"Agility,Astral Projection,Disguise Mastery,Durability,Energy Manipulation,Enhanced Hearing,Enhanced Sight,Extrasensory Perception,Flight,Illusions,Invisibility,Longevity,Master Tactician,Mind Control,Phasing,Possession,Reflexes,Regeneration,Shapeshifting,Size Changing,Sleep Manipulation,Stamina,Super Speed,Super Strength,Telekinesis,Telepathy,Vision - Heat,Vision - Infrared,Vision - Microscopic,Vision - Telescopic,Vision - X-Ray,Weapons Master,Density Control,Dream Manipulation,Element Control,Intangibility,Status Effect Inducement",,
Medusa,"Agility,Animal Attributes,Durability,Enhanced Hearing,Enhanced Senses,Enhanced Sight,Enhanced Smell,Enhanced Touch,Heat Resistance,Immortality,Intelligence,Paralysis,Petrification,Super Strength,Accelerated Healing,Acidic Spit,Magic Resistance,Godly Physiology,Magic",,
Medusa,Null,,
,"Arcane Magic,Astral Projection,Cold Resistance,Cryokinesis,Dimensional Travel,Durability,Endurance,Energy Resistance,Fire Control,Fire Resistance,Flight,Godly Physiology,Gravity Control,Illusions,Immortality,Indomitable Will,Intelligence,Interstellar Travel,Invulnerability,Jump,Levitation,Light Control,Magic,Magic Resistance,Mind Control,Mind Control Resistance,Rune Magic,Shapeshifting,Size Changing,Stamina,Super Speed,Super Strength,Telekinesis,Telepathy,Teleportation,Terrakinesis,Toxin and Disease Resistance,Transformation,Water Control,Weather Control,Wind Control,Accelerated Healing,Age Manipulation,Agility,Animal Control,Astral Travel,Force Fields,Higher Dimensional Manipulation,Hypnokinesis,Invisibility,Life Manipulation,Longevity,Matter Manipulation,Phasing,Photographic Reflexes,Projection,Psionic Powers,Psychometry,Reality Warping,Reflexes,Regeneration,Shadow Manipulation,Spatial Awareness,Summoning",,
Merlin,Null,,
Metron,"Cold Resistance,Electricity Resistance,Endurance,Energy Beams,Energy Resistance,Fire Resistance,Force Fields,Heat Resistance,Immortality,Intelligence,Interstellar Travel,Invulnerability,Stamina,Super Speed,Super Strength,Teleportation,Time Manipulation Resistance,Toxin and Disease Resistance,Dimensional Travel,Levitation,Longevity,Power Suit,Projection,Radiation Immunity,Time Travel",,
Miss Martian,"Accelerated Healing,Agility,Durability,Endurance,Flight,Illusions,Intelligence,Mind Blast,Phasing,Shapeshifting,Size Changing,Spaceflight,Stamina,Super Speed,Super Strength,Telepathy,Toxin and Disease Resistance,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Interstellar Travel,Invisibility,Levitation,Longevity,Memory Manipulation,Photographic Reflexes,Reflexes,Telekinesis,Density Control,Force Fields,Invulnerability,Mind Control",,
Mister Freeze,"Immortality,Intelligence,Self-Sustenance,Supernatural Condition,Vehicular Mastery,Weapon-based Powers,Weapons Master,Cold Resistance,Cryokinesis,Element Control,Heat Generation",,
Mister Freeze,Null,,
Mister Mxyzptlk,Null,,
Mongul,"Endurance,Intelligence,Stamina,Super Speed,Super Strength,Accelerated Healing,Agility,Emotional Power Up,Godly Physiology,Indomitable Will,Interstellar Travel,Invulnerability,Longevity,Master Martial Artist,Reflexes,Social Influencing",,
Montague Kane,Null,,
Mordred,Null,,
Mordru,"Age Manipulation,Arcane Magic,Astral Travel,Aura,Bullet Time,Chaos Magic,Chaos Manipulation,Cosmic Awareness,Durability,Endurance,Energy Resistance,Fire Control,Fire Resistance,Flight,Force Fields,Godly Physiology,Heat Generation,Heat Resistance,Higher Dimensional Manipulation,Illusions,Immortality,Intangibility,Intelligence,Invulnerability,Longevity,Magic,Magic Resistance,Matter Manipulation,Phasing,Possession,Possession Resistance,Reflexes,Regeneration,Rune Magic,Self-Sustenance,Spaceflight,Stamina,Super Speed,Super Strength,Telekinesis,Telepathy,Teleportation,Toxin and Disease Resistance,Agility,Astral Projection,Bloodlust,Cold Resistance,Darkforce Manipulation,Density Control,Dimensional Travel,Element Control,Indomitable Will,Interstellar Travel,Invisibility,Jump,Levitation,Master Tactician,Radiation Immunity,Reality Warping,Shapeshifting,Size Changing,Spatial Awareness,Time Manipulation Resistance,Time Travel,Power Nullifier,Spatial Manipulation,Timeframe Control",,
Morgaine Le Fay,Null,Bad,Female
Ms. Clay,Null,,
Nightwing,Null,,
Nostromos,Null,,
O-Sensei,Null,,
Ocean Master,Null,,
Orchid,Null,Good,Female
Orion,"Endurance,Super Speed,Super Strength,Accelerated Healing,Agility,Cold Resistance,Electricity Resistance,Energy Blasts,Energy Resistance,Fire Resistance,Flight,Godly Physiology,Heat Resistance,Immortality,Indomitable Will,Invulnerability,Radiation Immunity,Reflexes,Spaceflight,Toxin and Disease Resistance",,
Overgirl,Null,,
Paradoom,"Durability,Flight,Reflexes,Stamina,Super Speed,Super Strength,Cold Resistance,Fire Resistance,Godly Physiology,Hellfire Resistance,Insanity,Invulnerability,Jump,Longevity,Regeneration,Self-Sustenance,Spaceflight",,
Parasite,Null,,
Penguin,"Animal Control,Weapon-based Powers,Weapons Master,Acid Manipulation,Electrokinesis,Element Control,Energy Manipulation,Flight,Master Martial Artist,Master Tactician,Toxin and Disease Control",,
Persuader,"Durability,Durability Negation,Intelligence,Molecular Dissipation,Peak Human Condition,Stamina,Super Strength,Agility,Flight,Indomitable Will,Master Martial Artist,Reflexes,Time Travel",,
Phantom Stranger,"Accelerated Healing,Agility,Dimensional Travel,Dream Manipulation,Durability,Energy Beams,Energy Resistance,Flight,Godly Physiology,Heat Resistance,Illusions,Immortality,Intangibility,Intelligence,Interstellar Travel,Invulnerability,Longevity,Magic,Magic Resistance,Matter Manipulation,Non-Physical Interaction,Phasing,Precognition,Reality Warping,Reflexes,Spatial Awareness,Super Breath,Super Speed,Super Strength,Telekinesis,Telepathy,Teleportation,Time Manipulation,Timeframe Control,Acrobatics,Cold Resistance,Dimensional Awareness,Enhanced Memory,Fire Resistance,Force Fields,Illumination,Invisibility,Levitation,Life Manipulation,Portal Creation,Radiation Immunity,Self-Sustenance,Shapeshifting,Size Changing,Telepathy Resistance,Time Manipulation Resistance,Toxin and Disease Resistance,Necromancy,Spatial Manipulation",,
